#Region,Chromosome,Start_position,End_position,Pass_or_flag,Read count,Median coverage,Minimum coverage,Median quality coverage,Minimum quality coverage,Maximum fraction of low mapping quality,Maximum fraction of low base quality
chr13_q31.2_006_rs10649289,chr13,89201435,89201555,FLAG,9,9.0,6,9.0,6,0.0,0.143
chr13_q31.2_007_rs11392982,chr13,89925298,89925418,FLAG,22,19.0,11,18.5,9,0.0,0.25
chr13_q31.3_001_rs4773472,chr13,90094576,90094696,FLAG,16,15.0,6,15.0,6,0.0,0.071
chr13_q31.3_002_rs67729140,chr13,90275624,90275744,FLAG,28,25.0,10,24.0,10,0.0,0.179
chr13_q31.3_003_rs9522776,chr13,90522817,90522937,FLAG,5,5.0,2,5.0,1,0.0,0.5
chr13_q31.3_004_rs2805675,chr13,90707618,90707738,FLAG,44,41.0,21,41.0,21,0.0,0.095
chr13_q31.3_005_esv3633124,chr13,90947582,90947702,FLAG,6,6.0,4,6.0,3,0.0,0.333
chr13_q31.3_006_rs982790,chr13,91231713,91231833,FLAG,9,6.5,3,6.5,3,0.0,0.111
chr13_q31.3_007_rs272085,chr13,91443809,91443929,FLAG,11,11.0,5,11.0,5,0.0,0.091
chr13_q31.3_008_rs9589066,chr13,91657650,91657770,FLAG,25,20.0,12,20.0,11,0.0,0.083
chr13_q31.3_009_rs913895,chr13,91957470,91957590,FLAG,16,14.5,4,14.0,4,0.0,0.077
chr13_q31.3_010_rs2147191,chr13,92140438,92140558,FLAG,21,18.0,4,18.0,4,0.0,0.053
chr13_q31.3_011_rs2352195,chr13,92584102,92584222,FLAG,22,19.0,12,19.0,12,0.0,0.118
chr13_q31.3_012_rs9523527,chr13,92837977,92838097,FLAG,6,6.0,4,6.0,3,0.0,0.25
chr13_q31.3_013_rs927966,chr13,93071675,93071795,FLAG,9,9.0,7,9.0,7,0.0,0.125
chr13_q31.3_014_rs6492624,chr13,93279503,93279623,FLAG,29,26.0,12,26.0,12,0.0,0.038
chr13_q31.3_015_rs7997883,chr13,93512424,93512544,FLAG,10,10.0,4,10.0,3,0.0,0.25
chr13_q31.3_016_rs160820,chr13,93756819,93756939,FLAG,26,23.0,8,23.0,8,0.0,0.087
chr13_q31.3_017_rs71123477,chr13,93973144,93973264,FLAG,19,18.0,9,18.0,8,0.0,0.111
chr13_q31.3_018_rs9584133,chr13,94219559,94219679,FLAG,12,11.0,4,11.0,4,0.0,0.167
chr13_q31.3_019_rs9589841,chr13,94454250,94454370,FLAG,9,9.0,7,9.0,7,0.0,0.222
chr13_q31.3_020_rs9556361,chr13,94918070,94918190,FLAG,19,18.0,6,18.0,3,0.0,0.5
chr13_q32.1_001_rs1409000,chr13,95148772,95148892,FLAG,30,27.0,17,27.0,16,0.0,0.136
chr13_q32.1_002_rs7982376,chr13,95367289,95367409,FLAG,12,10.0,8,10.0,7,0.0,0.125
chr13_q32.1_003_rs112009218,chr13,95611702,95611822,FLAG,16,15.0,7,15.0,7,0.0,0.091
chr13_q32.1_004_rs4148486,chr13,95843090,95843210,FLAG,43,35.5,14,35.5,14,0.0,0.059
chr13_q32.1_005_rs2993571,chr13,96063794,96063914,FLAG,38,33.0,12,33.0,12,0.0,0.04
chr13_q32.1_006_rs4272894,chr13,96295151,96295271,FLAG,42,36.0,19,35.0,12,0.0,0.368
chr13_q32.1_007_rs2305090,chr13,96444151,96444271,FLAG,17,15.0,9,15.0,8,0.0,0.133
chr13_q32.1_008_rs537571,chr13,96723827,96723947,FLAG,18,18.0,9,18.0,9,0.0,0.063
chr13_q32.1_009_rs7323332,chr13,96994808,96994928,FLAG,10,9.0,5,9.0,5,0.0,0.167
chr13_q32.1_010_rs643765,chr13,97232586,97232706,FLAG,13,12.0,4,11.5,4,0.0,0.167
chr13_q32.1_011_rs7318798,chr13,97465365,97465485,FLAG,23,22.0,12,22.0,11,0.0,0.083
chr13_q32.1_012_rs9284174,chr13,97639354,97639474,FLAG,23,22.0,10,22.0,10,0.0,0.167
chr13_q32.1_013_rs6491347,chr13,97930830,97930950,FLAG,21,17.0,13,17.0,12,0.0,0.077
chr13_q32.1_014_rs4771273,chr13,98037210,98037330,FLAG,26,22.0,4,22.0,4,0.0,0.053
chr13_q32.2_001_rs1335674,chr13,98357487,98357607,FLAG,16,15.0,1,15.0,1,0.0,0.091
chr13_q32.2_002_rs569239778;rs546418772,chr13,98637857,98637977,FLAG,12,12.0,8,11.0,7,0.0,0.167
chr13_q32.2_003_rs944095,chr13,98892195,98892315,FLAG,30,25.0,12,25.0,12,0.0,0.045
chr13_q32.2_004_rs7333410,chr13,99084028,99084148,FLAG,29,25.5,18,25.0,17,0.0,0.148
chr13_q32.3_001_rs7992817,chr13,99351040,99351160,FLAG,12,11.0,2,11.0,2,0.0,0.125
chr13_q32.3_002_rs4772154,chr13,99545730,99545850,FLAG,24,21.0,13,21.0,13,0.0,0.087
chr13_q32.3_003_rs728981,chr13,99739608,99739728,FLAG,32,27.0,14,27.0,14,0.0,0.034
chr13_q32.3_004_rs66906559,chr13,99993612,99993732,FLAG,8,8.0,1,8.0,1,0.0,0.5
chr13_q32.3_005_rs9517790,chr13,100235227,100235347,FLAG,31,27.0,14,26.0,14,0.0,0.167
chr13_q32.3_006_rs2761172,chr13,100481286,100481406,FLAG,24,19.0,12,18.0,11,0.0,0.143
chr13_q32.3_007_rs7337704,chr13,100629767,100629887,FLAG,39,38.0,20,37.0,20,0.0,0.091
chr13_q32.3_008_rs17474996,chr13,100931438,100931558,FLAG,19,17.0,6,17.0,5,0.0,0.167
chr13_q32.3_009_rs4772303,chr13,101189644,101189764,FLAG,36,28.0,11,28.0,11,0.0,0.056
chr13_q32.3_010_rs2675555,chr13,101358279,101358399,FLAG,34,28.0,16,28.0,16,0.0,0.107
chr13_q32.3_011_rs2803229,chr13,101633099,101633219,FLAG,24,23.0,1,23.0,1,0.0,0.143
chr13_q33.1_001_rs1333750,chr13,101862765,101862885,FLAG,23,23.0,15,23.0,14,0.0,0.174
chr13_q33.1_002_rs1338041,chr13,102058802,102058922,FLAG,19,14.0,8,14.0,8,0.0,0.083
chr13_q33.1_003_rs11383148,chr13,102315118,102315238,FLAG,22,18.0,10,18.0,9,0.0,0.167
chr13_q33.1_004_rs4772419,chr13,102537958,102538078,FLAG,18,15.0,4,15.0,4,0.0,0.235
chr13_q33.1_005_rs7330977,chr13,102737603,102737723,FLAG,50,43.0,20,43.0,20,0.0,0.087
chr13_q33.1_006_rs7993554,chr13,103086633,103086753,FLAG,12,11.0,8,11.0,8,0.0,0.091
chr13_q33.1_007_rs3818535,chr13,103249646,103249766,FLAG,5,5.0,0,5.0,0,.,.
chr13_q33.1_008_rs565083248,chr13,103479565,103479685,FLAG,28,27.0,14,25.5,13,0.0,0.136
chr13_q33.1_009_rs7324197,chr13,103709200,103709320,FLAG,13,12.0,6,12.0,6,0.0,0.1
chr13_q33.1_010_rs9518972,chr13,103952382,103952502,FLAG,23,18.0,14,18.0,13,0.0,0.071
chr13_q33.1_011_rs9300855,chr13,104353951,104354071,FLAG,26,23.0,9,23.0,9,0.0,0.077
chr13_q33.1_012_rs9519161,chr13,104416378,104416498,FLAG,7,6.0,6,6.0,5,0.0,0.167
chr13_q33.1_013_rs7993074,chr13,104624970,104625090,FLAG,31,28.0,8,28.0,8,0.0,0.125
chr13_q33.2_001_rs11461918,chr13,105178209,105178329,FLAG,18,18.0,11,18.0,11,0.0,0.125
chr13_q33.2_002_rs773350,chr13,105328077,105328197,FLAG,22,21.0,9,21.0,9,0.0,0.095
chr13_q33.2_003_rs4614581,chr13,105556154,105556274,FLAG,14,14.0,6,14.0,6,0.0,0.125
chr13_q33.2_004_rs556698985;rs549459541,chr13,105807787,105807907,FLAG,32,27.0,11,27.0,11,0.0,0.083
chr13_q33.2_005_rs6491950,chr13,106005328,106005448,FLAG,31,27.0,15,27.0,15,0.0,0.074
chr13_q33.2_006_rs1253813,chr13,106254342,106254462,FLAG,13,13.0,8,13.0,8,0.0,0.1
chr13_q33.2_007_rs35272179,chr13,106562572,106562692,FLAG,11,9.5,4,9.5,3,0.0,0.25
chr13_q33.2_008_rs2391249,chr13,106737095,106737215,FLAG,28,24.0,9,24.0,9,0.0,0.095
chr13_q33.2_009_rs354439,chr13,106938351,106938471,FLAG,23,18.0,13,18.0,12,0.0,0.143
chr13_q33.3_001_rs11349875,chr13,107196113,107196233,FLAG,27,24.0,16,24.0,14,0.0,0.125
chr13_q33.3_002_rs4771538,chr13,107394770,107394890,FLAG,18,16.0,7,16.0,7,0.0,0.0
chr13_q33.3_003_rs34693864,chr13,107642131,107642251,FLAG,26,23.0,9,23.0,8,0.0,0.111
chr13_q33.3_004_rs9558977,chr13,107879639,107879759,FLAG,20,16.0,8,16.0,8,0.0,0.143
chr13_q33.3_005_rs9520438,chr13,108072022,108072142,FLAG,6,6.0,2,6.0,2,0.0,0.25
chr13_q33.3_006_rs1417907,chr13,108346446,108346566,FLAG,31,30.0,18,30.0,18,0.0,0.065
chr13_q33.3_007_rs1952023,chr13,108614694,108614814,FLAG,31,28.0,8,28.0,8,0.0,0.125
chr13_q33.3_008_rs1228539,chr13,108755568,108755688,FLAG,25,21.0,9,21.0,9,0.0,0.1
chr13_q33.3_009_rs1924321,chr13,109061772,109061892,FLAG,12,10.0,5,10.0,5,0.0,0.111
chr13_q33.3_010_rs977386,chr13,109264464,109264584,FLAG,36,31.0,10,31.0,10,0.0,0.105
chr13_q33.3_011_rs7989802,chr13,109496868,109496988,FLAG,13,13.0,6,13.0,6,0.0,0.25
chr13_q33.3_012_rs4773024,chr13,109735893,109736013,FLAG,27,22.0,14,21.5,14,0.0,0.077
chr13_q33.3_013_rs7335249,chr13,109962519,109962639,FLAG,39,31.5,22,31.5,22,0.0,0.056
chr13_q33.3_014_rs5806809,chr13,110192639,110192759,FLAG,22,21.0,8,21.0,8,0.0,0.063
chr13_q34_001_rs754205,chr13,110411582,110411702,FLAG,59,50.0,18,50.0,18,0.0,0.068
chr13_q34_002_rs9559699,chr13,110651882,110652002,FLAG,26,19.0,11,19.0,11,0.0,0.071
chr13_q34_003_rs4145073,chr13,110899846,110899966,FLAG,22,20.0,9,20.0,9,0.0,0.1
chr13_q34_004_rs3803236,chr13,111117685,111117805,FLAG,15,15.0,8,15.0,6,0.0,0.25
chr13_q34_005_rs4773237,chr13,111337717,111337837,FLAG,25,18.0,11,18.0,10,0.0,0.1
chr13_q34_006_rs11363255,chr13,111641286,111641406,FLAG,20,19.5,8,19.0,8,0.0,0.15
chr13_q34_007_rs61966721,chr13,111806185,111806305,FLAG,38,31.0,16,31.0,15,0.0,0.063
chr13_q34_008_rs35081799,chr13,112007378,112007498,FLAG,29,26.0,18,25.0,17,0.0,0.148
chr13_q34_009_rs4773407,chr13,112276588,112276708,FLAG,21,17.0,1,17.0,1,0.0,0.143
chr13_q34_010_rs7338165,chr13,112510250,112510370,FLAG,42,32.0,13,32.0,13,0.0,0.083
chr13_q34_011_rs68071242,chr13,112743582,112743702,FLAG,42,40.0,12,39.0,11,0.0,0.125
chr13_q34_012_rs7320527,chr13,112998142,112998262,FLAG,42,38.0,9,38.0,9,0.0,0.059
chr13_q34_013_rs2317288,chr13,113260736,113260856,FLAG,20,18.0,13,18.0,12,0.0,0.077
chr13_q34_014_rs61961156,chr13,113433674,113433794,FLAG,136,84.5,67,75.0,65,0.235,0.06
chr13_q34_015_rs2282308,chr13,113664697,113664817,FLAG,32,26.0,14,26.0,14,0.0,0.063
chr13_q34_016_rs559054,chr13,113800562,113800682,FLAG,27,23.0,11,23.0,10,0.0,0.15
chr13_q34_017_rs4907641,chr13,114087443,114087563,FLAG,27,22.0,13,21.0,12,0.0,0.077
chr13_q34_018_rs9324255,chr13,114313434,114313554,FLAG,43,32.0,24,32.0,24,0.0,0.048
chr13_q34_019_rs7996972,chr13,114586905,114587025,FLAG,24,15.0,5,15.0,4,0.0,0.2
chr13_q34_020_rs7986001,chr13,114830072,114830192,FLAG,32,24.0,16,24.0,15,0.0,0.105
chr14_q11.1_001_rs61044290,chr14,19069081,19069201,FLAG,2,2.0,1,2.0,1,0.0,0.5
chr14_q11.2_001_rs28664708,chr14,19116263,19116383,FLAG,28,27.0,13,24.0,13,0.111,0.091
chr14_q11.2_002_rs199814975,chr14,19394547,19394667,FLAG,17,15.0,3,0.0,0,1.0,0.167
chr14_q11.2_003_rs71431979,chr14,20245980,20246100,FLAG,45,42.5,17,42.0,17,0.0,0.045
chr14_q11.2_004_rs1959643,chr14,20511204,20511324,FLAG,19,18.0,11,18.0,11,0.0,0.111
chr14_q11.2_005_rs2297617,chr14,20811528,20811648,FLAG,13,12.0,7,12.0,7,0.0,0.333
chr14_q11.2_006_rs4981265,chr14,21060588,21060708,FLAG,19,17.0,7,17.0,7,0.0,0.133
chr14_q11.2_007_rs28419520,chr14,21317149,21317269,FLAG,32,26.0,19,26.0,17,0.0,0.105
chr14_q11.2_008_rs10141250,chr14,21631438,21631558,FLAG,33,30.0,18,30.0,17,0.0,0.063
chr14_q11.2_009_rs4296176,chr14,21946757,21946877,FLAG,22,19.0,7,19.0,7,0.0,0.077
chr14_q11.2_010_rs12590420,chr14,22203285,22203405,FLAG,18,18.0,3,18.0,3,0.0,0.056
chr14_q11.2_011_rs10140739,chr14,22526413,22526533,FLAG,4,4.0,0,4.0,0,.,.
chr14_q11.2_012_rs10047934,chr14,22787406,22787526,FLAG,18,16.0,9,16.0,9,0.0,0.063
chr14_q11.2_013_rs4981427,chr14,23029452,23029572,FLAG,21,18.0,8,18.0,8,0.0,0.167
chr14_q11.2_014_rs11622371,chr14,23317163,23317283,FLAG,34,25.0,13,25.0,13,0.0,0.1
chr14_q11.2_015_rs11625112,chr14,23596680,23596800,FLAG,31,26.0,18,25.5,18,0.0,0.13
chr14_q11.2_016_rs2069540,chr14,23902693,23902813,FLAG,61,51.5,18,51.0,18,0.0,0.08
chr14_q11.2_017_rs12897327,chr14,24246039,24246159,FLAG,14,13.0,8,13.0,7,0.0,0.125
chr14_q11.2_018_rs11158474,chr14,24429033,24429153,FLAG,38,31.0,18,24.0,13,0.333,0.056
chr14_q12_001_rs7158744,chr14,24717731,24717851,FLAG,38,32.0,11,31.5,11,0.0,0.133
chr14_q12_002_rs4981536,chr14,24987619,24987739,FLAG,28,22.0,14,21.5,14,0.0,0.053
chr14_q12_003_rs1241633,chr14,25356564,25356684,FLAG,17,14.5,11,14.5,11,0.0,0.143
chr14_q12_004_rs11846310,chr14,25554565,25554685,FLAG,20,19.0,6,19.0,6,0.0,0.182
chr14_q12_005_rs11848630,chr14,25857509,25857629,FLAG,27,25.0,16,24.0,16,0.0,0.083
chr14_q12_006_rs4983121,chr14,26136028,26136148,FLAG,45,38.0,13,38.0,13,0.0,0.056
chr14_q12_007_rs12431874,chr14,26408661,26408781,FLAG,28,18.5,12,18.5,12,0.0,0.063
chr14_q12_008_rs7142576,chr14,26702018,26702138,FLAG,5,5.0,0,5.0,0,.,.
chr14_q12_009_rs8019794,chr14,26840241,26840361,FLAG,38,36.0,20,36.0,20,0.0,0.048
chr14_q12_010_rs556880410,chr14,27283568,27283688,FLAG,44,40.0,17,37.0,17,0.0,0.15
chr14_q12_011_rs12884714,chr14,27527083,27527203,FLAG,25,24.0,8,23.0,7,0.0,0.154
chr14_q12_012_rs427668,chr14,27790770,27790890,FLAG,3,3.0,1,3.0,1,0.0,0.0
chr14_q12_013_rs5807458,chr14,28101292,28101412,FLAG,19,18.0,5,18.0,5,0.0,0.167
chr14_q12_014_rs11436381,chr14,28339358,28339478,FLAG,27,24.0,15,24.0,15,0.0,0.08
chr14_q12_015_rs72107002,chr14,28698710,28698830,FLAG,8,8.0,3,8.0,3,0.0,0.167
chr14_q12_016_rs10133334,chr14,28957867,28957987,FLAG,29,28.0,12,27.0,12,0.0,0.148
chr14_q12_017_rs742863,chr14,29223185,29223305,FLAG,1,1.0,0,1.0,0,.,.
chr14_q12_018_rs1209174,chr14,29504340,29504460,FLAG,29,25.0,12,24.5,12,0.0,0.059
chr14_q12_019_rs7148387,chr14,29775072,29775192,FLAG,18,17.0,6,17.0,5,0.0,0.25
chr14_q12_020_rs12431960,chr14,30081899,30082019,FLAG,7,7.0,3,7.0,3,0.0,0.167
chr14_q12_021_rs8014453,chr14,30359494,30359614,FLAG,26,24.0,13,24.0,13,0.0,0.125
chr14_q12_022_rs1956469,chr14,30631871,30631991,FLAG,28,24.0,14,24.0,13,0.0,0.115
chr14_q12_023_rs35146818,chr14,30829596,30829716,FLAG,10,10.0,5,9.0,5,0.0,0.3
chr14_q12_024_rs9322864,chr14,31196900,31197020,FLAG,33,26.0,15,26.0,14,0.0,0.083
chr14_q12_025_rs55675143,chr14,31513246,31513366,FLAG,7,7.0,6,7.0,5,0.0,0.167
chr14_q12_026_rs2378865,chr14,31882413,31882533,FLAG,24,21.0,10,21.0,10,0.0,0.056
chr14_q12_027_rs10437986,chr14,32027402,32027522,FLAG,11,10.0,5,10.0,5,0.0,0.111
chr14_q12_028_rs7149538,chr14,32355073,32355193,FLAG,13,13.0,5,12.5,5,0.0,0.167
chr14_q12_029_rs8011300,chr14,32638595,32638715,FLAG,16,14.0,5,14.0,4,0.0,0.2
chr14_q12_030_rs3784173,chr14,32834334,32834454,FLAG,28,24.0,14,24.0,14,0.0,0.143
chr14_q12_031_rs11624050,chr14,33164721,33164841,FLAG,12,11.0,3,11.0,3,0.0,0.167
chr14_q13.1_001_rs7157953,chr14,33474751,33474871,FLAG,32,30.0,13,30.0,13,0.0,0.105
chr14_q13.1_002_rs243296,chr14,33726233,33726353,FLAG,49,41.5,6,41.0,6,0.0,0.154
chr14_q13.1_003_rs35502260,chr14,34011877,34011997,FLAG,39,27.0,17,27.0,17,0.0,0.051
chr14_q13.1_004_rs2383533,chr14,34287504,34287624,FLAG,7,7.0,5,7.0,5,0.0,0.167
chr14_q13.1_005_rs11624971,chr14,34574967,34575087,FLAG,40,39.0,26,39.0,25,0.0,0.1
chr14_q13.1_006_rs12436264,chr14,34848628,34848748,FLAG,21,19.5,6,19.0,6,0.0,0.077
chr14_q13.1_007_rs10144924,chr14,35053900,35054020,FLAG,3,3.0,3,3.0,3,0.0,0.0
chr14_q13.2_001_rs1712349,chr14,35400015,35400135,FLAG,29,24.0,12,23.5,11,0.0,0.083
chr14_q13.2_002_rs74649076,chr14,35653316,35653436,FLAG,11,11.0,3,10.0,3,0.0,0.25
chr14_q13.2_003_rs113331480,chr14,35940880,35941000,FLAG,11,11.0,8,11.0,7,0.0,0.125
chr14_q13.2_004_rs199607852;rs533898056;rs537948905;rs536066462,chr14,36217979,36218099,FLAG,13,12.0,10,12.0,9,0.0,0.154
chr14_q13.2_005_rs398745,chr14,36536121,36536241,FLAG,36,30.0,14,30.0,14,0.0,0.094
chr14_q13.3_001_rs56306348,chr14,36876848,36876968,FLAG,11,10.0,5,10.0,5,0.0,0.0
chr14_q13.3_002_rs6571754,chr14,37095429,37095549,FLAG,30,26.0,12,25.5,12,0.0,0.083
chr14_q13.3_003_rs2022601,chr14,37341643,37341763,FLAG,21,16.0,10,16.0,10,0.0,0.111
chr14_q13.3_004_rs2180632,chr14,37721464,37721584,FLAG,2,2.0,0,2.0,0,.,.
chr14_q21.1_001_rs12147950,chr14,37989210,37989330,FLAG,16,16.0,11,15.0,11,0.0,0.077
chr14_q21.1_002_rs966918,chr14,38198153,38198273,FLAG,16,16.0,8,16.0,8,0.0,0.133
chr14_q21.1_003_rs4329826,chr14,38492223,38492343,FLAG,30,27.0,20,27.0,20,0.0,0.045
chr14_q21.1_004_rs139881349,chr14,38748106,38748226,FLAG,15,15.0,3,14.0,2,0.0,0.333
chr14_q21.1_005_rs28428172,chr14,39053622,39053742,FLAG,20,18.0,11,18.0,11,0.0,0.176
chr14_q21.1_006_rs7144416,chr14,39348532,39348652,FLAG,30,28.0,12,28.0,11,0.0,0.083
chr14_q21.1_007_rs1998193,chr14,39690696,39690816,FLAG,33,27.5,17,27.0,17,0.0,0.097
chr14_q21.1_008_rs8012768,chr14,39905274,39905394,FLAG,22,17.0,8,17.0,8,0.0,0.154
chr14_q21.1_009_rs1958960,chr14,40215174,40215294,FLAG,47,42.0,16,41.5,16,0.0,0.057
chr14_q21.1_010_rs2415578,chr14,40513715,40513835,FLAG,13,12.0,9,12.0,9,0.0,0.083
chr14_q21.1_011_rs1955558,chr14,40732021,40732141,FLAG,27,22.0,14,22.0,14,0.0,0.1
chr14_q21.1_012_rs6572025,chr14,41057597,41057717,FLAG,13,13.0,8,13.0,8,0.0,0.111
chr14_q21.1_013_rs11157171,chr14,41313948,41314068,FLAG,10,10.0,4,10.0,4,0.0,0.1
chr14_q21.1_014_rs7155298,chr14,41618883,41619003,FLAG,32,26.0,15,26.0,15,0.0,0.063
chr14_q21.1_015_rs12436457,chr14,41863025,41863145,FLAG,3,2.0,1,2.0,1,0.0,0.0
chr14_q21.1_016_rs8020273,chr14,42314679,42314799,FLAG,16,13.0,3,13.0,3,0.0,0.083
chr14_q21.1_017_rs35650280,chr14,42444558,42444678,FLAG,21,19.0,12,19.0,12,0.0,0.05
chr14_q21.1_018_rs1157341,chr14,42808755,42808875,FLAG,33,31.0,13,31.0,13,0.0,0.061
chr14_q21.1_019_rs4905781,chr14,42982641,42982761,FLAG,19,17.0,8,17.0,8,0.0,0.182
chr14_q21.1_020_rs17113593,chr14,43337564,43337684,FLAG,8,8.0,5,8.0,5,0.0,0.143
chr14_q21.2_001_rs10132834,chr14,43739999,43740119,FLAG,5,5.0,4,5.0,4,0.0,0.0
chr14_q21.2_002_rs55661230,chr14,43856509,43856629,FLAG,21,18.0,5,18.0,5,0.0,0.143
chr14_q21.2_003_rs17278488,chr14,44267413,44267533,FLAG,15,15.0,12,15.0,12,0.0,0.133
chr14_q21.2_004_rs1951560,chr14,44417803,44417923,FLAG,35,29.5,12,29.5,12,0.0,0.043
chr14_q21.2_005_rs1953481,chr14,44696398,44696518,FLAG,26,23.0,13,23.0,12,0.0,0.174
chr14_q21.2_006_rs35014673,chr14,44967367,44967487,FLAG,22,22.0,15,22.0,13,0.0,0.133
chr14_q21.2_007_rs2039790,chr14,45151490,45151610,FLAG,9,9.0,3,9.0,3,0.0,0.2
chr14_q21.2_008_rs1686231,chr14,46116331,46116451,FLAG,12,10.0,6,10.0,6,0.0,0.2
chr14_q21.2_009_rs8011119,chr14,46398678,46398798,FLAG,24,21.5,14,21.0,14,0.0,0.087
chr14_q21.2_010_rs1011865,chr14,46528018,46528138,FLAG,23,22.0,12,22.0,12,0.0,0.087
chr14_q21.3_001_rs7147873,chr14,47275216,47275336,FLAG,24,22.0,15,22.0,14,0.0,0.083
chr14_q21.3_002_rs61520126,chr14,47511472,47511592,FLAG,27,23.5,13,23.5,11,0.0,0.154
chr14_q21.3_003_rs2416063,chr14,47871484,47871604,FLAG,22,19.0,12,18.0,11,0.0,1.0
chr14_q21.3_004_rs1555234,chr14,48089813,48089933,FLAG,11,11.0,9,10.0,8,0.0,0.182
chr14_q21.3_005_rs428185,chr14,48321876,48321996,FLAG,49,42.0,20,42.0,20,0.0,0.083
chr14_q21.3_006_rs34677066,chr14,48795377,48795497,FLAG,14,14.0,6,14.0,6,0.0,0.143
chr14_q21.3_007_rs2790520,chr14,49193517,49193637,FLAG,26,21.0,14,21.0,14,0.0,0.095
chr14_q21.3_008_rs5808473,chr14,49464655,49464775,FLAG,17,15.0,4,15.0,4,0.0,0.2
chr14_q21.3_009_rs59831329,chr14,49628193,49628313,FLAG,11,11.0,5,10.0,5,0.0,0.25
chr14_q21.3_010_rs2355654,chr14,50455027,50455147,FLAG,27,26.0,16,25.0,15,0.0,0.118
chr14_q21.3_011_rs11157728,chr14,50571352,50571472,FLAG,33,32.0,21,32.0,21,0.0,0.071
chr14_q21.3_012_rs4901030,chr14,50862933,50863053,FLAG,34,28.0,13,28.0,13,0.0,0.138
chr14_q22.1_001_rs34482465,chr14,51181976,51182096,FLAG,20,18.5,6,18.0,6,0.0,0.143
chr14_q22.1_002_rs2185303,chr14,51418375,51418495,FLAG,12,11.0,3,11.0,3,0.0,0.143
chr14_q22.1_003_rs7149337,chr14,51708957,51709077,FLAG,21,20.0,9,20.0,9,0.0,0.048
chr14_q22.1_004_rs2357108,chr14,51983977,51984097,FLAG,23,21.0,8,20.0,8,0.0,0.111
chr14_q22.1_005_rs4375580,chr14,52286310,52286430,FLAG,26,23.0,11,22.5,11,0.0,0.15
chr14_q22.1_006_rs2749886,chr14,52516541,52516661,FLAG,11,9.0,6,9.0,6,0.0,0.0
chr14_q22.1_007_rs1254581,chr14,52795993,52796113,FLAG,25,22.0,11,21.0,11,0.0,0.133
chr14_q22.1_008_rs11157925,chr14,53100700,53100820,FLAG,4,4.0,3,4.0,3,0.0,0.25
chr14_q22.1_009_rs1958909,chr14,53444667,53444787,FLAG,19,18.0,12,18.0,12,0.0,0.118
chr14_q22.1_010_rs12432295,chr14,53738527,53738647,FLAG,0,0.0,0,0.0,0,.,.
chr14_q22.1_011_rs35737380,chr14,53946645,53946765,FLAG,25,24.0,12,23.0,11,0.0,0.13
chr14_q22.2_001_rs72151126,chr14,54281033,54281153,FLAG,33,27.0,9,27.0,8,0.0,0.138
chr14_q22.2_002_rs1983786,chr14,54513217,54513337,FLAG,23,22.0,5,22.0,5,0.0,0.167
chr14_q22.2_003_rs10151748,chr14,54795103,54795223,FLAG,20,20.0,7,19.5,7,0.0,0.15
chr14_q22.2_004_rs71446500,chr14,55084129,55084249,FLAG,30,29.0,6,29.0,5,0.0,0.167
chr14_q22.2_005_rs537125219,chr14,55429842,55429962,FLAG,6,6.0,5,6.0,5,0.0,0.167
chr14_q22.3_001_rs11334266,chr14,55538338,55538458,FLAG,23,22.0,10,20.0,9,0.0,0.318
chr14_q22.3_002_rs12432729,chr14,55941371,55941491,FLAG,22,18.0,12,18.0,12,0.0,0.182
chr14_q22.3_003_rs1959088,chr14,56197818,56197938,FLAG,33,28.0,13,27.5,13,0.0,0.118
chr14_q22.3_004_rs922654,chr14,56472655,56472775,FLAG,34,29.0,21,28.5,21,0.0,0.138
chr14_q22.3_005_rs1152470,chr14,56770801,56770921,FLAG,29,23.0,15,22.5,14,0.0,0.12
chr14_q22.3_006_rs11411857,chr14,56992358,56992478,FLAG,23,18.0,5,18.0,4,0.0,0.2
chr14_q22.3_007_rs559126285;rs112591665,chr14,57329429,57329549,FLAG,23,19.0,13,19.0,13,0.0,0.15
chr14_q22.3_008_rs3850299,chr14,57598614,57598734,FLAG,19,16.0,10,16.0,10,0.0,0.0
chr14_q22.3_009_rs1190099,chr14,58016153,58016273,FLAG,19,16.0,10,16.0,10,0.0,0.111
chr14_q23.1_001_rs1092052,chr14,58178621,58178741,FLAG,11,10.0,7,10.0,7,0.0,0.111
chr14_q23.1_002_rs2783248,chr14,58462888,58463008,FLAG,29,24.5,11,24.0,11,0.0,0.043
chr14_q23.1_003_rs35375876,chr14,58737913,58738033,FLAG,17,17.0,4,16.0,4,0.0,0.235
chr14_q23.1_004_rs535396648,chr14,59107866,59107986,FLAG,19,18.0,8,18.0,8,0.0,0.105
chr14_q23.1_005_rs2114613,chr14,59270436,59270556,FLAG,7,7.0,6,7.0,6,0.0,0.143
chr14_q23.1_006_rs112983209,chr14,59565364,59565484,FLAG,35,30.0,19,30.0,19,0.0,0.088
chr14_q23.1_007_rs35080349,chr14,59828677,59828797,FLAG,19,18.5,13,17.0,12,0.0,0.211
chr14_q23.1_008_rs10137320,chr14,60139925,60140045,FLAG,20,20.0,9,20.0,9,0.0,0.067
chr14_q23.1_009_rs150683,chr14,60426711,60426831,FLAG,8,7.0,1,7.0,1,0.0,0.333
chr14_q23.1_010_rs376829,chr14,60657779,60657899,FLAG,26,25.0,15,24.0,15,0.0,0.118
